label,path,exists,size_bytes,line_count,sha256,checksum_status
Embedding paper-claim upgrade gate,outputs/agent_memory_embedding_paper_claim_upgrade_zh.md,True,2526,27,4a801b59e8042f6063799f0212f463fe3d6cfb3735c274acf0178765a1b8a631,ok
Embedding paper-claim upgrade gate CSV,outputs/agent_memory_embedding_paper_claim_upgrade.csv,True,2576,7,f1c918c365921d0927a46de96fe88e13cf2312c7280e497756b90d322a16fc92,ok
Human audit protocol,outputs/agent_memory_human_audit_protocol_zh.md,True,2479,48,e344133adf23094c4482028bf8cbf09b5f81388940639419af0014f685354abb,ok
Human audit sample,outputs/agent_memory_human_audit_sample_type_aware.csv,True,28471,81,6a5788438b4a71ff95749c02bcccdaafd422eb2842066140a51eb36336e7777b,ok
Human audit summary,outputs/agent_memory_human_audit_summary_zh.md,True,1394,36,0608e137dbe2f39524b9af93f9f457b9c9f77718dab52b7990c10efed781a699,ok
Human audit summary CSV,outputs/agent_memory_human_audit_summary.csv,True,777,12,f958afc135b5c06cdd9f2616093ec12a4e1011cc9355b9ed5e5242519d17765a,ok
LLM-assisted audit report,outputs/agent_memory_llm_audit_report_zh.md,True,620,22,fcb85fb567b0596298a8d0fed4974c32a2c7b3aa689ae8582b43e919956040ee,ok
LLM-assisted audit summary,outputs/agent_memory_llm_audit_summary_zh.md,True,1834,46,b24325ee53b43dfe300a35a10e766ab69443c814eaa8896c9a4d490710b32318,ok
LLM-assisted audit summary CSV,outputs/agent_memory_llm_audit_summary.csv,True,1241,21,f7844712beaf7b7ac61de5cdf832cad3b067a547e458410a75d68306093b67e3,ok
LLM-assisted audit usage,outputs/agent_memory_llm_audit_usage.csv,True,357,17,3e42513d240b779c35d4b7a51bb5ee5ae01f96580f749d907512bd5d7c59f4ca,ok
Human/LLM audit confirmation,outputs/agent_memory_human_llm_audit_confirmation.csv,True,44890,81,cacc5d0aea3ffa92bc0ce4a3ab8c5b7f9df27806fbccf4006799b1e9ed03e52d,ok
Human/LLM audit agreement,outputs/agent_memory_human_llm_audit_agreement_zh.md,True,1804,43,c5c3485a8b05784f69307a7de96f2b2c37236baa0e0c9c9107fc7eaafdeb43a3,ok
Human/LLM audit agreement CSV,outputs/agent_memory_human_llm_audit_agreement.csv,True,980,19,28c357b91c3a24de1b7e16aa5fe0cc64648c0751b4656471fcaf5b89d3cf8379,ok
Human/LLM priority20 audit ids,outputs/agent_memory_human_llm_audit_priority20_ids.csv,True,3777,21,f825b05af53baa92e95cb2dc88c8ac037978e6ed28cf95e3d80b9771fd0e5ef0,ok
Human/LLM priority20 audit guide,outputs/agent_memory_human_llm_audit_priority20_guide_zh.md,True,5330,61,c1816958254b5627054cc5e0c9e033225137f8c6c229cc15953e12f7973c3db2,ok
Human/LLM priority20 audit confirmation,outputs/agent_memory_human_llm_audit_priority20_confirmation.csv,True,11290,21,5a54505ac7c5270d02d98d729fe38d08591959914b3d06b3bf468fe1ba4102a8,ok
Human/LLM priority20 audit agreement,outputs/agent_memory_human_llm_audit_priority20_agreement_zh.md,True,1804,43,a04cce496cb7941a3783116de5a02419011ea6346918f6dfa0649fecb8744cbb,ok
Human/LLM priority20 audit agreement CSV,outputs/agent_memory_human_llm_audit_priority20_agreement.csv,True,980,19,d3831ada52f572674003d62060058ab2bdddc388023421f6e9fc32648ef86dc4,ok
Human audit priority20 blind review,outputs/agent_memory_human_audit_priority20_blind_review_zh.md,True,1220,27,5de1392354e28a9a2be64f6c00732c956025f2c88a7ed80087959c692a3555bc,ok
Human audit priority20 blind review CSV,outputs/agent_memory_human_audit_priority20_blind_review.csv,True,6882,21,1fa63228389309df659a7caf262b769f8a9756621cdb770dd21782b57cbc6502,ok
Human audit priority20 review packet,outputs/agent_memory_human_audit_priority20_review_packet_zh.md,True,15963,541,3a132e1a5b1fea92ae2c23876ba8ce7bf89695ed2fa49b158550925bbdd1d037,ok
Human audit priority20 dual review CSV,outputs/agent_memory_human_audit_priority20_dual_review.csv,True,7390,21,568c4b2746e1d160d439eccea5494e964cc39f543df2a95884ad5806ee478e06,ok
Human audit priority20 dual agreement,outputs/agent_memory_human_audit_priority20_dual_agreement_zh.md,True,6254,84,76e6168e9f617a140d15a03824c0936c7c7cd680088252ac0968a5cb33eaacac,ok
Human audit priority20 dual agreement CSV,outputs/agent_memory_human_audit_priority20_dual_agreement.csv,True,750,14,b829e2b0c323796141269905e88435cd54938bf1293ddd0ccd2eb81113a84e3c,ok
Human audit full80 blind review,outputs/agent_memory_human_audit_full80_blind_review_zh.md,True,1201,27,adce4062254129f5c699033228546dc9b7aa8a01771c6e8f858b8eeb3b395186,ok
Human audit full80 blind review CSV,outputs/agent_memory_human_audit_full80_blind_review.csv,True,28745,81,adc3a9b399e2fd9f0f3ab4602b920e93caa3019c93546b977dcf334d2878c4d9,ok
Human audit full80 review packet,outputs/agent_memory_human_audit_full80_review_packet_zh.md,True,62903,2106,2c8999c0ad94263c2b6a7704767b47c5dabbfba05482e888a090a298e756e35e,ok
Human audit priority20 annotation HTML,outputs/agent_memory_human_audit_priority20_annotation.html,True,26223,369,c002d4908b441a62e13536d819eb5bc604abb575c194e4b67aefd081c5d2fdf0,ok
Human audit full80 annotation HTML,outputs/agent_memory_human_audit_full80_annotation.html,True,71948,369,56d4381f6fb760de3c1d2ecafefe7ae6a2c0cd6e159f58b1a8f6abffb2c061b7,ok
Human audit annotation interface,outputs/agent_memory_human_audit_annotation_interface_zh.md,True,907,15,bbf4095c736c36b5c2b7f47f7f889e5911cb70a0f912405b5ae1c0ec9da113c9,ok
Human audit annotation interface CSV,outputs/agent_memory_human_audit_annotation_interface.csv,True,319,3,7fc8d890ebb64b488120e156d8d14b6f9e93052b5ae5cd7b6422edbda3095801,ok
Human audit annotation interface validation,outputs/agent_memory_human_audit_annotation_interface_validation_zh.md,True,2856,34,4fb0204a08bdfa06c37e38dbc8f63dc6be8d371dab790dd727e529e474d076fa,ok
Human audit annotation interface validation CSV,outputs/agent_memory_human_audit_annotation_interface_validation.csv,True,2178,15,e684babc81b2b064ac7cd857eeae90aa0e02fab4a874eef2d63b66579e8f187d,ok
Human audit annotation import readiness,outputs/agent_memory_human_audit_annotation_import_readiness_zh.md,True,2743,53,edc870dfa875a8a2775572d27d6b4f14a2969bf433a3530e3bb29c9d55354257,ok
Human audit annotation import readiness CSV,outputs/agent_memory_human_audit_annotation_import_readiness.csv,True,796,3,dfc81c20d4947dc5d2d08b3b2191dff8a45edb95e032265a9c3c7fbcbc405c39,ok
Human audit paper-claim upgrade gate,outputs/agent_memory_human_audit_paper_claim_upgrade_zh.md,True,2510,27,c30a6802f6fd63acb8e870febb82fadaf709b63e43940ec182f0fd355be2e84e,ok
Human audit paper-claim upgrade gate CSV,outputs/agent_memory_human_audit_paper_claim_upgrade.csv,True,2624,7,367e51c319d2702a86ac9db3d7ac7566d2a36350b266dcec6339970e481f1209,ok
Human audit full80 dual review CSV,outputs/agent_memory_human_audit_full80_dual_review.csv,True,29853,81,8117b2951f02a864ba9d9a768f888a6fcdd6cc8d8c981cd0cc13cb9052121a01,ok
Human audit full80 dual agreement,outputs/agent_memory_human_audit_full80_dual_agreement_zh.md,True,6250,84,7b738eb74ad1b7cdec97b1a927dcb1c5810a885b332a76724e0bb17de1f5ae0d,ok
Human audit full80 dual agreement CSV,outputs/agent_memory_human_audit_full80_dual_agreement.csv,True,750,14,3e7d0d1a30c393b3174eda23b20daf0f46259cbcc07443ee48f3c2c74c515ce6,ok
Human audit readiness gate,outputs/agent_memory_human_audit_readiness_gate_zh.md,True,4943,71,cbe2035e4bd1048572530f5aaa8e4ec707fecc1c0f4c3319bae5f5870b1030b6,ok
Human audit readiness gate CSV,outputs/agent_memory_human_audit_readiness_gate.csv,True,4116,3,c24f38ed3d9a5c68c001282bd2e6ac68153a4c0e6800c4fc10dc0be02166225f,ok
Human audit annotation codebook,outputs/agent_memory_human_audit_annotation_codebook_zh.md,True,8945,131,509b1fc03f717ccad1b6e82f564530fd4af3140662c081854fe07b2b441ec5c5,ok
Human audit annotation schema,outputs/agent_memory_human_audit_annotation_schema.csv,True,1883,6,bff6588fba3ba160d78786e781be3dd7d32af408e294b9b0ca78e84e95183bb4,ok
Human audit protocol compliance,outputs/agent_memory_human_audit_protocol_compliance_zh.md,True,6579,54,c6d378b36e3d0795278f22776642f3a0dbf226e6b3da2fb7ba246c9b43a9cdb7,ok
Human audit protocol compliance CSV,outputs/agent_memory_human_audit_protocol_compliance.csv,True,5535,33,58b11c45b458dbe7353ff0c24ed5bdcb2bdfd2c13249b15efe5937e83ff4ea82,ok
Human audit execution plan,outputs/agent_memory_human_audit_execution_plan_zh.md,True,7815,128,b45b57487e7a64f691fba82f0e1d458c69adbd50cd33b45a483e7fa998bc1ef7,ok
Human audit execution plan CSV,outputs/agent_memory_human_audit_execution_plan.csv,True,5723,50,5538eb0b2ae7880e8f104b9ec3af267fa9ea3bf84cf2bdd9875fc76a2132c577,ok
Human audit sample QC,outputs/agent_memory_human_audit_sample_qc_zh.md,True,6936,101,6299fea3ff3160d0eee0df51b9acca1f40164de6a658c91ebeb2df8f74de0623,ok
Human audit sample QC CSV,outputs/agent_memory_human_audit_sample_qc.csv,True,7512,74,6353ea5f8f9349d577e724d3416f29b76e28b027a2e020a621171b65c328c203,ok
Human audit labeling dashboard,outputs/agent_memory_human_audit_labeling_dashboard_zh.md,True,6904,73,d8e3ea06c8fda6cdb01503560bc0c45671b0b4c38253eb6e283396d78264741d,ok
Human audit labeling dashboard CSV,outputs/agent_memory_human_audit_labeling_dashboard.csv,True,31843,148,4ecfe629c854fbc2dca3f389e98892687c079eabdbd487152a0458572d67ecce,ok
Human audit blind review leakage audit,outputs/agent_memory_human_audit_blind_review_leakage_zh.md,True,3326,37,cabbf17a817559286f7196ce998df5300fb08efde322a0aee81170e67ddc34f6,ok
Human audit blind review leakage audit CSV,outputs/agent_memory_human_audit_blind_review_leakage.csv,True,2567,18,d97a63d0195c7cb993be6f8d19da2d3cfa4df812c6e702a60b2a491b16407e22,ok
Paper experiment status,outputs/agent_memory_paper_experiment_status_zh.md,True,33868,349,097f4f71766482fc85de6435af162c2b2536298cfb9a0ddc8148aa34510a9756,ok
Experiment retro,outputs/agent_memory_experiment_retro_zh.md,True,33114,526,f245425fd95108469c5a4a8833b05a43d7e440269d624e16154ec25b80df3004,ok
Environment snapshot,outputs/agent_memory_environment_snapshot_zh.md,True,1410,43,579220e66013af277c5b2c5d762b63cbae6fe3dab374c5c8959e23b33d7e7e7a,ok
Environment system snapshot,outputs/agent_memory_environment_system.csv,True,163,7,01df5113f3cffa52d2570d9c0046187aa86d436bd1666523dd3363ff07ddb141,ok
Environment package snapshot,outputs/agent_memory_environment_packages.csv,True,188,10,8a903743f2da02a507a00e21953cb516d07cb76a8afda9b2e1adf5a53b39a53c,ok
Environment freshness audit,outputs/agent_memory_environment_freshness_audit_zh.md,True,1337,24,bb72ab590587c98be348a6502b8a9669fc7cd03a28036550827bc49556ef840e,ok
Environment freshness audit CSV,outputs/agent_memory_environment_freshness_audit.csv,True,489,5,d7ce3f86fcd8c5ed14316d01410df9641bcfe046a2280b2995b87b656055d1fa,ok
